0.000000e+00	0.000000e+00	1.100396e-02	-1.998002e-01	-3.141175e+00
1.000000e-01	1.110223e-15	1.100396e-02	-1.988022e-01	-1.364696e+01
2.000000e-01	1.110223e-15	1.100396e-02	-1.958184e-01	-2.404633e+01
3.000000e-01	4.440892e-15	1.100396e-02	-1.908789e-01	-3.423438e+01
4.000000e-01	7.993606e-15	1.100396e-02	-1.840336e-01	-4.410856e+01
5.000000e-01	1.132427e-14	1.100396e-02	-1.753513e-01	-5.356975e+01
6.000000e-01	1.221245e-14	1.100396e-02	-1.649195e-01	-6.252334e+01
7.000000e-01	1.487699e-14	1.100396e-02	-1.528432e-01	-7.088014e+01
8.000000e-01	1.798561e-14	1.100396e-02	-1.392435e-01	-7.855733e+01
9.000000e-01	2.042810e-14	1.100396e-02	-1.242568e-01	-8.547917e+01
1.000000e+00	2.464695e-14	1.100396e-02	-1.080329e-01	-9.157774e+01
1.100000e+00	2.753353e-14	1.100396e-02	-9.073406e-02	-9.679349e+01
1.200000e+00	3.042011e-14	1.100396e-02	-7.253277e-02	-1.010757e+02
1.300000e+00	3.241851e-14	1.100396e-02	-5.361036e-02	-1.043830e+02
1.400000e+00	3.486100e-14	1.100396e-02	-3.415514e-02	-1.066833e+02
1.500000e+00	3.952394e-14	1.100396e-02	-1.436054e-02	-1.079547e+02
1.600000e+00	4.329870e-14	1.100396e-02	5.576731e-03	-1.081849e+02
1.700000e+00	4.685141e-14	1.100396e-02	2.545860e-02	-1.073716e+02
1.800000e+00	5.062617e-14	1.100396e-02	4.508751e-02	-1.055227e+02
1.900000e+00	5.306866e-14	1.100396e-02	6.426837e-02	-1.026560e+02
2.000000e+00	5.639933e-14	1.100396e-02	8.281038e-02	-9.879906e+01
2.100000e+00	5.861978e-14	1.100396e-02	1.005289e-01	-9.398916e+01
2.200000e+00	6.128431e-14	1.100396e-02	1.172473e-01	-8.827297e+01
2.300000e+00	6.372680e-14	1.100396e-02	1.327987e-01	-8.170620e+01
2.400000e+00	6.639134e-14	1.100396e-02	1.470275e-01	-7.435314e+01
2.500000e+00	6.972201e-14	1.100396e-02	1.597913e-01	-6.628616e+01
2.600000e+00	7.105427e-14	1.100396e-02	1.709620e-01	-5.758505e+01
2.700000e+00	7.527312e-14	1.100396e-02	1.804274e-01	-4.833629e+01
2.800000e+00	7.727152e-14	1.100396e-02	1.880922e-01	-3.863222e+01
2.900000e+00	7.771561e-14	1.100396e-02	1.938793e-01	-2.857010e+01
3.000000e+00	7.971401e-14	1.100396e-02	1.977302e-01	-1.825109e+01
