0	0.000000e+00
100	-4.440892e-16
200	-5.551115e-16
300	-4.440892e-16
400	-3.330669e-16
500	-2.220446e-16
600	0.000000e+00
700	-7.771561e-16
800	-1.443290e-15
900	-1.332268e-15
1000	-1.332268e-15
1100	-1.332268e-15
1200	-9.992007e-16
1300	-7.771561e-16
1400	-1.332268e-15
1500	-1.998401e-15
1600	-1.221245e-15
1700	-1.554312e-15
1800	-6.661338e-16
1900	-7.771561e-16
2000	-1.332268e-15
2100	-1.665335e-15
2200	-9.992007e-16
2300	-1.332268e-15
2400	-1.998401e-15
2500	-2.109424e-15
2600	-1.665335e-15
2700	-1.443290e-15
2800	-2.220446e-15
2900	-2.331468e-15
3000	-2.886580e-15
3100	-1.998401e-15
3200	-2.331468e-15
3300	-1.221245e-15
3400	-1.221245e-15
3500	-2.220446e-16
3600	-2.442491e-15
3700	-1.554312e-15
3800	-1.998401e-15
3900	-3.108624e-15
4000	-2.664535e-15
4100	-1.665335e-15
4200	-2.553513e-15
4300	-3.330669e-15
4400	-3.330669e-15
4500	-2.664535e-15
4600	-3.441691e-15
4700	-2.775558e-15
4800	-1.665335e-15
4900	-1.998401e-15
5000	-1.998401e-15
5100	-1.887379e-15
5200	-1.776357e-15
5300	-1.887379e-15
5400	-1.776357e-15
5500	-1.221245e-15
5600	-2.331468e-15
5700	-2.331468e-15
5800	-1.665335e-15
5900	-1.554312e-15
6000	-7.771561e-16
6100	-6.661338e-16
6200	-1.332268e-15
6300	-1.110223e-15
6400	-4.440892e-16
6500	-1.110223e-15
6600	-6.661338e-16
6700	-1.998401e-15
6800	-5.551115e-16
6900	-7.771561e-16
7000	-8.881784e-16
7100	-7.771561e-16
7200	0.000000e+00
7300	-4.440892e-16
7400	-6.661338e-16
7500	-1.110223e-15
7600	-5.551115e-16
7700	0.000000e+00
7800	-8.881784e-16
7900	-3.330669e-16
8000	0.000000e+00
8100	-3.330669e-16
8200	4.440892e-16
8300	2.220446e-16
8400	1.110223e-15
8500	0.000000e+00
8600	1.998401e-15
8700	8.881784e-16
8800	8.881784e-16
8900	8.881784e-16
9000	6.661338e-16
9100	4.440892e-16
9200	1.554312e-15
9300	2.220446e-15
9400	1.110223e-15
9500	8.881784e-16
9600	1.110223e-15
9700	1.110223e-15
9800	4.440892e-16
9900	8.881784e-16
