0.000000e+00	-4.440892e-16	1.370116e-02	3.000000e-01	5.651729e-14
1.000000e-01	4.440892e-16	1.370116e-02	3.009975e-01	1.048035e+01
2.000000e-01	1.776357e-15	1.370116e-02	3.039800e-01	2.085594e+01
3.000000e-01	2.664535e-15	1.370116e-02	3.089177e-01	3.102307e+01
4.000000e-01	2.442491e-15	1.370116e-02	3.157612e-01	4.088016e+01
5.000000e-01	2.664535e-15	1.370116e-02	3.244421e-01	5.032879e+01
6.000000e-01	1.776357e-15	1.370116e-02	3.348738e-01	5.927467e+01
7.000000e-01	2.442491e-15	1.370116e-02	3.469521e-01	6.762862e+01
8.000000e-01	3.552714e-15	1.370116e-02	3.605563e-01	7.530743e+01
9.000000e-01	3.552714e-15	1.370116e-02	3.755506e-01	8.223467e+01
1.000000e+00	4.440892e-15	1.370116e-02	3.917855e-01	8.834148e+01
1.100000e+00	6.661338e-15	1.370116e-02	4.090989e-01	9.356721e+01
1.200000e+00	5.995204e-15	1.370116e-02	4.273183e-01	9.786000e+01
1.300000e+00	7.549517e-15	1.370116e-02	4.462620e-01	1.011773e+02
1.400000e+00	5.773160e-15	1.370116e-02	4.657412e-01	1.034862e+02
1.500000e+00	8.659740e-15	1.370116e-02	4.855617e-01	1.047640e+02
1.600000e+00	8.437695e-15	1.370116e-02	5.055261e-01	1.049978e+02
1.700000e+00	7.993606e-15	1.370116e-02	5.254354e-01	1.041854e+02
1.800000e+00	9.325873e-15	1.370116e-02	5.450913e-01	1.023349e+02
1.900000e+00	1.065814e-14	1.370116e-02	5.642979e-01	9.946460e+01
2.000000e+00	1.110223e-14	1.370116e-02	5.828638e-01	9.560287e+01
2.100000e+00	1.154632e-14	1.370116e-02	6.006038e-01	9.078802e+01
2.200000e+00	1.110223e-14	1.370116e-02	6.173412e-01	8.506780e+01
2.300000e+00	1.221245e-14	1.370116e-02	6.329089e-01	7.849901e+01
2.400000e+00	1.154632e-14	1.370116e-02	6.471517e-01	7.114692e+01
2.500000e+00	1.287859e-14	1.370116e-02	6.599274e-01	6.308465e+01
2.600000e+00	1.487699e-14	1.370116e-02	6.711085e-01	5.439249e+01
2.700000e+00	1.354472e-14	1.370116e-02	6.805833e-01	4.515706e+01
2.800000e+00	1.532108e-14	1.370116e-02	6.882572e-01	3.547048e+01
2.900000e+00	1.554312e-14	1.370116e-02	6.940534e-01	2.542945e+01
3.000000e+00	1.554312e-14	1.370116e-02	6.979142e-01	1.513427e+01
3.100000e+00	1.576517e-14	1.370116e-02	6.998008e-01	4.687806e+00
3.200000e+00	1.509903e-14	1.370116e-02	6.996944e-01	-5.805515e+00
3.300000e+00	1.687539e-14	1.370116e-02	6.975961e-01	-1.624080e+01
3.400000e+00	1.731948e-14	1.370116e-02	6.935268e-01	-2.651374e+01
