0.000000e+00	-4.440892e-16	1.961584e+01	1.000000e+03	-3.291618e-13	1.826327e+04	5.615258e-02
1.000000e-01	4.440892e-16	1.961584e+01	1.001247e+03	3.274909e+01	1.830032e+04	-nan
2.000000e-01	1.110223e-15	1.961584e+01	1.004974e+03	6.516885e+01	1.841110e+04	-nan
3.000000e-01	1.998401e-15	1.961584e+01	1.011145e+03	9.693352e+01	1.859454e+04	-nan
4.000000e-01	1.332268e-15	1.961584e+01	1.019698e+03	1.277244e+02	1.884888e+04	-nan
5.000000e-01	2.886580e-15	1.961584e+01	1.030546e+03	1.572331e+02	1.917170e+04	-nan
6.000000e-01	3.996803e-15	1.961584e+01	1.043581e+03	1.851650e+02	1.955991e+04	-nan
7.000000e-01	3.330669e-15	1.961584e+01	1.058671e+03	2.112420e+02	2.000984e+04	-nan
8.000000e-01	5.107026e-15	1.961584e+01	1.075667e+03	2.352054e+02	2.051727e+04	-nan
9.000000e-01	5.329071e-15	1.961584e+01	1.094398e+03	2.568184e+02	2.107742e+04	-nan
1.000000e+00	6.439294e-15	1.961584e+01	1.114676e+03	2.758681e+02	2.168506e+04	-nan
1.100000e+00	7.105427e-15	1.961584e+01	1.136301e+03	2.921678e+02	2.233447e+04	-nan
1.200000e+00	8.437695e-15	1.961584e+01	1.159055e+03	3.055581e+02	2.301956e+04	-nan
1.300000e+00	8.659740e-15	1.961584e+01	1.182714e+03	3.159085e+02	2.373385e+04	-nan
1.400000e+00	8.437695e-15	1.961584e+01	1.207041e+03	3.231185e+02	2.447052e+04	-nan
1.500000e+00	1.088019e-14	1.961584e+01	1.231794e+03	3.271181e+02	2.522251e+04	-nan
1.600000e+00	1.021405e-14	1.961584e+01	1.256729e+03	3.278685e+02	2.598252e+04	-nan
1.700000e+00	1.221245e-14	1.961584e+01	1.281596e+03	3.253626e+02	2.674307e+04	-nan
1.800000e+00	1.243450e-14	1.961584e+01	1.306150e+03	3.196245e+02	2.749663e+04	-nan
1.900000e+00	1.465494e-14	1.961584e+01	1.330146e+03	3.107099e+02	2.823559e+04	-nan
2.000000e+00	1.376677e-14	1.961584e+01	1.353345e+03	2.987053e+02	2.895245e+04	-nan
2.100000e+00	1.643130e-14	1.961584e+01	1.375518e+03	2.837276e+02	2.963981e+04	-nan
2.200000e+00	1.598721e-14	1.961584e+01	1.396442e+03	2.659229e+02	3.029052e+04	-nan
2.300000e+00	1.687539e-14	1.961584e+01	1.415910e+03	2.454656e+02	3.089770e+04	-nan
2.400000e+00	1.820766e-14	1.961584e+01	1.433727e+03	2.225567e+02	3.145491e+04	-nan
2.500000e+00	1.976197e-14	1.961584e+01	1.449715e+03	1.974224e+02	3.195614e+04	-nan
2.600000e+00	1.998401e-14	1.961584e+01	1.463715e+03	1.703114e+02	3.239598e+04	-nan
2.700000e+00	2.087219e-14	1.961584e+01	1.475585e+03	1.414933e+02	3.276963e+04	-nan
2.800000e+00	2.131628e-14	1.961584e+01	1.485206e+03	1.112554e+02	3.307298e+04	-nan
2.900000e+00	2.220446e-14	1.961584e+01	1.492484e+03	7.990026e+01	3.330269e+04	-nan
3.000000e+00	2.287059e-14	1.961584e+01	1.497343e+03	4.774211e+01	3.345621e+04	-nan
3.100000e+00	2.464695e-14	1.961584e+01	1.499735e+03	1.510394e+01	3.353183e+04	-nan
3.200000e+00	2.375877e-14	1.961584e+01	1.499637e+03	-1.768613e+01	3.352873e+04	-nan
3.300000e+00	2.509104e-14	1.961584e+01	1.497049e+03	-5.029832e+01	3.344693e+04	-nan
3.400000e+00	2.620126e-14	1.961584e+01	1.491997e+03	-8.240480e+01	3.328734e+04	-nan
3.500000e+00	2.731149e-14	1.961584e+01	1.484532e+03	-1.136832e+02	3.305173e+04	-nan
3.600000e+00	2.753353e-14	1.961584e+01	1.474729e+03	-1.438199e+02	3.274272e+04	-nan
3.700000e+00	2.886580e-14	1.961584e+01	1.462687e+03	-1.725136e+02	3.236371e+04	-nan
3.800000e+00	2.930989e-14	1.961584e+01	1.448525e+03	-1.994783e+02	3.191885e+04	-nan
3.900000e+00	3.086420e-14	1.961584e+01	1.432387e+03	-2.244460e+02	3.141301e+04	-nan
4.000000e+00	3.153033e-14	1.961584e+01	1.414433e+03	-2.471694e+02	3.085164e+04	-nan
4.100000e+00	3.330669e-14	1.961584e+01	1.394843e+03	-2.674246e+02	3.024079e+04	-nan
4.200000e+00	3.308465e-14	1.961584e+01	1.373813e+03	-2.850125e+02	2.958695e+04	-nan
4.300000e+00	3.441691e-14	1.961584e+01	1.351551e+03	-2.997608e+02	2.889700e+04	-nan
4.400000e+00	3.397282e-14	1.961584e+01	1.328281e+03	-3.115256e+02	2.817813e+04	-nan
4.500000e+00	3.530509e-14	1.961584e+01	1.304232e+03	-3.201926e+02	2.743773e+04	-nan
4.600000e+00	3.863576e-14	1.961584e+01	1.279645e+03	-3.256776e+02	2.668335e+04	-nan
4.700000e+00	3.730349e-14	1.961584e+01	1.254763e+03	-3.279274e+02	2.592256e+04	-nan
4.800000e+00	3.907985e-14	1.961584e+01	1.229834e+03	-3.269202e+02	2.516290e+04	-nan
4.900000e+00	3.996803e-14	1.961584e+01	1.205105e+03	-3.226658e+02	2.441185e+04	-nan
5.000000e+00	4.174439e-14	1.961584e+01	1.180822e+03	-3.152054e+02	2.367667e+04	-nan
5.100000e+00	4.307665e-14	1.961584e+01	1.157226e+03	-3.046114e+02	2.296443e+04	-nan
5.200000e+00	4.241052e-14	1.961584e+01	1.134553e+03	-2.909867e+02	2.228191e+04	-nan
5.300000e+00	4.418688e-14	1.961584e+01	1.113027e+03	-2.744641e+02	2.163556e+04	-nan
5.400000e+00	4.440892e-14	1.961584e+01	1.092863e+03	-2.552052e+02	2.103146e+04	-nan
5.500000e+00	4.574119e-14	1.961584e+01	1.074263e+03	-2.333989e+02	2.047527e+04	-nan
5.600000e+00	4.729550e-14	1.961584e+01	1.057411e+03	-2.092600e+02	1.997220e+04	-nan
5.700000e+00	4.729550e-14	1.961584e+01	1.042477e+03	-1.830272e+02	1.952698e+04	-nan
5.800000e+00	4.929390e-14	1.961584e+01	1.029610e+03	-1.549607e+02	1.914380e+04	-nan
